ablum,ablummid,end,id,name,singer,songmid,start,url
Nick Jonas,000cgk2q2wSDHH,2015_25,9392483,Chains,Nick Jonas,001qk4fw006kjL,2015_10,https://y.qq.com/n/yqq/song/001qk4fw006kjL.html
3500,001nC2sC4XgMYb,2015_25,102690725,3500 (Explicit),Travis Scott,000pYU8N2rUrlv,2015_25,https://y.qq.com/n/yqq/song/000pYU8N2rUrlv.html
All Day,000oxtLM3uNFzd,2015_25,102177544,All Day,Kanye West,003uRj6q0NFTKt,2015_11,https://y.qq.com/n/yqq/song/003uRj6q0NFTKt.html
I Want You to Know,0010Wphj3xUGoo,2015_25,102174764,I Want You to Know,Zedd,002j04Rl0e3iQX,2015_10,https://y.qq.com/n/yqq/song/002j04Rl0e3iQX.html
AT.LONG.LAST.A$AP,004e9CnF0hmfwA,2015_25,102632389,L$D (Explicit),A$AP Rocky,0043ypQX259OCK,2015_24,https://y.qq.com/n/yqq/song/0043ypQX259OCK.html
AT.LONG.LAST.A$AP,004e9CnF0hmfwA,2015_25,102632402,Everyday (Explicit),A$AP Rocky,001nc5Zm3SMHpY,2015_24,https://y.qq.com/n/yqq/song/001nc5Zm3SMHpY.html
Phenomenal,000txePo0Ux2PY,2015_24,102629843,Phenomenal,Eminem,001p5at22AvOu7,2015_24,https://y.qq.com/n/yqq/song/001p5at22AvOu7.html
Adonis,002ms42i01mzqv,2015_24,102668611,"Ulay, Oh",How I Became the Bomb,002lIcYe3TIrWz,2015_24,https://y.qq.com/n/yqq/song/002lIcYe3TIrWz.html
Centuries,003l1nHX0MQvjP,2015_24,7254741,Centuries,Fall Out Boy,000fhOAM2uqcJl,2014_38,https://y.qq.com/n/yqq/song/000fhOAM2uqcJl.html
Truffle Butter,0046nIi73QwcD1,2015_24,102053717,Truffle Butter (Explicit),Nicki Minaj,001BjCy71Cw5c0,2015_10,https://y.qq.com/n/yqq/song/001BjCy71Cw5c0.html
FourFiveSeconds,003e6OwI14R2Gn,2015_24,102048719,FourFiveSeconds,Rihanna,002CWE970jbMjj,2015_5,https://y.qq.com/n/yqq/song/002CWE970jbMjj.html
AT.LONG.LAST.A$AP,004e9CnF0hmfwA,2015_24,102632393,Electric Body (Explicit),A$AP Rocky,0025fjw22WPLZ0,2015_24,https://y.qq.com/n/yqq/song/0025fjw22WPLZ0.html
Hollywood: A Story of a Dozen Roses (Deluxe Version),001eibeZ34qPkh,2015_24,102432349,You Changed Me,Jamie Foxx,001Jehvo1vaj7s,2015_24,https://y.qq.com/n/yqq/song/001Jehvo1vaj7s.html
Get Low,003hPwsG1UcgGs,2015_24,102432066,Get Low,Dillon Francis,003iBjJb007625,2015_24,https://y.qq.com/n/yqq/song/003iBjJb007625.html
The Voice – May 18 – Live Performances,003ehvoL2wYTbP,2015_22,102425114,Please (The Voice Performance),Sawyer Fredericks,004CoOGm3I0wKx,2015_22,https://y.qq.com/n/yqq/song/004CoOGm3I0wKx.html
The Pinkprint (Deluxe),002n1DFJ0HwWBc,2015_22,101798374,Feeling Myself (Explicit),Nicki Minaj,0043M7rl3tir6p,2015_10,https://y.qq.com/n/yqq/song/0043M7rl3tir6p.html
All About That Bass,000JC6cG0oD0sr,2015_22,7027642,All About That Bass,Meghan Trainor,002t3jV52H1Fy4,2014_29,https://y.qq.com/n/yqq/song/002t3jV52H1Fy4.html
Hozier (Special Edition),002dg4lJ2pAYK3,2015_22,9070067,Take Me To Church,Hozier,004U6IwB4GhXNj,2014_48,https://y.qq.com/n/yqq/song/004U6IwB4GhXNj.html
Ayo,001bAjbU36Y5QK,2015_22,101810310,Ayo (Explicit),Chris Brown,003U7wS144MKa0,2015_3,https://y.qq.com/n/yqq/song/003U7wS144MKa0.html
The Voice – May 18 – Live Performances,003ehvoL2wYTbP,2015_22,102425113,Old Man (The Voice Performance),Sawyer Fredericks,0013IHmx1o4wzs,2015_22,https://y.qq.com/n/yqq/song/0013IHmx1o4wzs.html
Homegrown,0037lRZ22DS4Dr,2015_22,101818317,Homegrown,Zac Brown Band,002Tx9vW2fD6f3,2015_4,https://y.qq.com/n/yqq/song/002Tx9vW2fD6f3.html
Heartbeat Song,002rLe3A1luVj6,2015_22,101814926,Heartbeat Song,Kelly Clarkson,003DrFPE0HFrHd,2015_4,https://y.qq.com/n/yqq/song/003DrFPE0HFrHd.html
2015 GRAMMY Nominees,000QIYDa3SB73F,2015_22,101830283,Raise 'Em Up,Keith Urban,003aAWHP1q4vKn,2015_10,https://y.qq.com/n/yqq/song/003aAWHP1q4vKn.html
I Bet,004RJJWR33SF8w,2015_22,101818942,I Bet (Explicit Main),Ciara,002rtYH30MrGLK,2015_6,https://y.qq.com/n/yqq/song/002rtYH30MrGLK.html
To Pimp A Butterfly,004KGfiD0oQdSP,2015_22,102208425,King Kunta (Explicit),Kendrick Lamar,001iKYIk031msG,2015_13,https://y.qq.com/n/yqq/song/001iKYIk031msG.html
The Voice – May 18 – Live Performances,003ehvoL2wYTbP,2015_22,102425108,Change My Mind (The Voice Performance),Meghan Linsey,003xMB2G02utx9,2015_22,https://y.qq.com/n/yqq/song/003xMB2G02utx9.html
Eric Paslay,000aTp4A0CZdCv,2015_22,5177203,She Don't Love You,Eric Paslay,002qarvD1ztgex,2015_11,https://y.qq.com/n/yqq/song/002qarvD1ztgex.html
"Money Sucks, Friends Rule",002EDQEs3oOBLr,2015_22,102329297,Get Low,Dillon Francis,000p0KHP3gT7KF,2015_15,https://y.qq.com/n/yqq/song/000p0KHP3gT7KF.html
Spring Break...Checkin' Out,004VeX650eSB2f,2015_22,102188910,Games,Luke Bryan,002Fiv9P0FQqeu,2015_12,https://y.qq.com/n/yqq/song/002Fiv9P0FQqeu.html
SremmLife,000RqlGl3EmKtG,2015_21,101808585,Throw Sum Mo (Explicit),Rae Sremmurd,004KRf350oxbrd,2015_2,https://y.qq.com/n/yqq/song/004KRf350oxbrd.html
In The Lonely Hour,0008Rzct2bJKvJ,2015_21,9058826,I'm Not The Only One,Sam Smith,004eMkQF1MdGWW,2014_48,https://y.qq.com/n/yqq/song/004eMkQF1MdGWW.html
A Guy Walks Into a Bar,002VdUfh4cDyZB,2015_21,7105213,A Guy Walks Into a Bar,Tyler Farr,001opGiX4IElxA,2015_2,https://y.qq.com/n/yqq/song/001opGiX4IElxA.html
1989 (Deluxe),002Kz5Jo1uzHjz,2015_21,9109360,Bad Blood,Taylor Swift,004Mm1Ze3VgwHl,2015_1,https://y.qq.com/n/yqq/song/004Mm1Ze3VgwHl.html
Geronimo (Remixes),004CnBFp40ULJV,2015_21,5460403,Geronimo,Sheppard,003sXODM4TTMB8,2014_50,https://y.qq.com/n/yqq/song/003sXODM4TTMB8.html
RISER,003WyZF947eWfY,2015_21,5205597,Say You Do,Dierks Bentley,002Fg8mc4H108K,2015_4,https://y.qq.com/n/yqq/song/002Fg8mc4H108K.html
Nothing Without Love,002tpKHl29WWob,2015_21,102331311,Nothing Without Love,Nate Ruess,001n2HPM1k6jiu,2015_18,https://y.qq.com/n/yqq/song/001n2HPM1k6jiu.html
American Idol Top 3 Season 14,0030HT3Y4KQSr2,2015_21,102417582,Beautiful Life (Live),Nick Fradiani,002KuigQ3sIzZr,2015_21,https://y.qq.com/n/yqq/song/002KuigQ3sIzZr.html
A Thousand Years (The Voice Performance),000BZJGR1VUmOM,2015_21,102434106,A Thousand Years (The Voice Performance),Sawyer Fredericks,004Qz8px3d0cnO,2015_21,https://y.qq.com/n/yqq/song/004Qz8px3d0cnO.html
Lips Are Movin,0048xONp05R7PD,2015_20,9059332,Lips Are Movin,Meghan Trainor,003snE1C3HbZNh,2014_44,https://y.qq.com/n/yqq/song/003snE1C3HbZNh.html
Ain't Worth The Whiskey,003vowKj1DaHy5,2015_20,5252119,Ain't Worth The Whiskey,Cole Swindell,002TqeAA05xckT,2015_10,https://y.qq.com/n/yqq/song/002TqeAA05xckT.html
Nobody Love,002kYUkh2AkQu9,2015_20,102187486,Nobody Love,Tori Kelly,0017IUwP1h10tY,2015_10,https://y.qq.com/n/yqq/song/0017IUwP1h10tY.html
American Oxygen,003pm7hs2qyZ3w,2015_20,102348278,American Oxygen,Rihanna,004Mhcqp1BDLKP,2015_17,https://y.qq.com/n/yqq/song/004Mhcqp1BDLKP.html
The Voice – May 4 – Live Performances,000Rgr500pNqMq,2015_20,102385588,Shine On (The Voice Performance),Sawyer Fredericks,000O9scx2BywqK,2015_20,https://y.qq.com/n/yqq/song/000O9scx2BywqK.html
Southernality,003tQfaL4O6tAe,2015_19,102064726,Smoke,A Thousand Horses,00393LTY14eYLL,2015_10,https://y.qq.com/n/yqq/song/00393LTY14eYLL.html
The Voice – April 27 – Live Performance,004KlPtL1JZ8Rv,2015_19,102385699,Simple Man (The Voice Performance),Sawyer Fredericks,001TavX416wf9G,2015_19,https://y.qq.com/n/yqq/song/001TavX416wf9G.html
Infinity,002pNgs10ky4ng,2015_19,102374568,Infinity,Mariah Carey,001LmqZ03vqdCg,2015_19,https://y.qq.com/n/yqq/song/001LmqZ03vqdCg.html
Blurryface,002TEVez1YAqVW,2015_19,102368407,Stressed Out,Twenty One Pilots,002Yz6lS39yRhE,2015_19,https://y.qq.com/n/yqq/song/002Yz6lS39yRhE.html
If You're Reading This It's Too Late,001UZsyi2Lw9k5,2015_19,102171044,Legend (Explicit),Drake,0039iy1E0MT3wm,2015_8,https://y.qq.com/n/yqq/song/0039iy1E0MT3wm.html
Hallelujah,001eJZyh3IQMjh,2015_18,102353092,Hallelujah,Panic! At The Disco,004OxEd409TqUu,2015_18,https://y.qq.com/n/yqq/song/004OxEd409TqUu.html
I Don't Mind,003ZHi9N1KwdaU,2015_18,101127501,I Don't Mind,Usher,001iV8IA2CaFfw,2014_48,https://y.qq.com/n/yqq/song/001iV8IA2CaFfw.html
"""Riptide""",003QSvYc28kSLY,2015_18,7206822,Riptide,Vance Joy,001Lw8fT23o3dF,2015_10,https://y.qq.com/n/yqq/song/001Lw8fT23o3dF.html
I Don't Dance,0019OJ4706qFIb,2015_18,8168101,Drinking Class,Lee Brice,001zDqCC1ePFxW,2014_43,https://y.qq.com/n/yqq/song/001zDqCC1ePFxW.html
Motion,001OmLQO01QNyH,2015_18,9059604,Outside,Calvin Harris,0032bsum4BkVom,2014_44,https://y.qq.com/n/yqq/song/0032bsum4BkVom.html
Platinum,000IKK8R32kutT,2015_18,5924046,Little Red Wagon,Miranda Lambert,000vrHGZ0r3QI1,2015_8,https://y.qq.com/n/yqq/song/000vrHGZ0r3QI1.html
Make It Rain (The Voice Performance),002G9vWM1U1Y1l,2015_18,102361223,Make It Rain (The Voice Performance),Koryn Hawthorne,001EoSa61Az11L,2015_18,https://y.qq.com/n/yqq/song/001EoSa61Az11L.html
If You're Reading This It's Too Late,001UZsyi2Lw9k5,2015_18,102171046,10 Bands (Explicit),Drake,002fpuvJ4EI4CM,2015_8,https://y.qq.com/n/yqq/song/002fpuvJ4EI4CM.html
Furious 7 (Original Motion Picture Soundtrack),0039Pp2W372JsM,2015_18,102192013,Ride Out (Explicit),Kid Ink,000LDkyw1fvp2m,2015_16,https://y.qq.com/n/yqq/song/000LDkyw1fvp2m.html
Reclassified,002f3JnD23RxCF,2015_18,101125104,Trouble (explicit),Iggy Azalea,001aaq2r1s4BDR,2015_14,https://y.qq.com/n/yqq/song/001aaq2r1s4BDR.html
Iris (The Voice Performance),000e59ys0o8Y56,2015_18,102361210,Iris (The Voice Performance),Sawyer Fredericks,002shbsn1oAIwU,2015_18,https://y.qq.com/n/yqq/song/002shbsn1oAIwU.html
The Pinkprint,001JP1ej4ZSOqn,2015_17,9077674,Only (Explicit),Nicki Minaj,003deHfK2dRPen,2014_45,https://y.qq.com/n/yqq/song/003deHfK2dRPen.html
Jealous,002a1mWx1HlTaz,2015_17,7254799,Jealous,Nick Jonas,003bEjmk0wO7ZS,2014_38,https://y.qq.com/n/yqq/song/003bEjmk0wO7ZS.html
In The Lonely Hour,0008Rzct2bJKvJ,2015_17,9058824,Stay With Me,Sam Smith,004L6XZP4A1nca,2014_48,https://y.qq.com/n/yqq/song/004L6XZP4A1nca.html
A.M.,002ZARnp4YiHIQ,2015_17,5493537,Lonely Eyes,Chris Young,001HIS5v4bt81m,2014_52,https://y.qq.com/n/yqq/song/001HIS5v4bt81m.html
Bills,001g49Ad0oDa2u,2015_17,102211055,Bills,LunchMoney Lewis,000T0a5X3sHOGL,2015_12,https://y.qq.com/n/yqq/song/000T0a5X3sHOGL.html
Prayer In C (Robin Schulz Radio Edit),002wi44s0EvuLO,2015_17,6314228,Prayer In C (Robin Schulz Radio Edit),Lilly Wood and The Prick,001LIYVJ4MePmT,2014_50,https://y.qq.com/n/yqq/song/001LIYVJ4MePmT.html
Imagine (The Voice Performance),0011U3293lbn4c,2015_17,102362910,Imagine (The Voice Performance),Sawyer Fredericks,000HNoZE43le3J,2015_17,https://y.qq.com/n/yqq/song/000HNoZE43le3J.html
House of the Rising Sun (The Voice Performance),000A0t3r2h29Hr,2015_17,102362908,House of the Rising Sun (The Voice Performance),Kimberly Nichole,002Aox9Y0FGaUe,2015_17,https://y.qq.com/n/yqq/song/002Aox9Y0FGaUe.html
Dark Sky Paradise (Deluxe),001BPCOJ1n6f5u,2015_16,7422528,I Don't F**k With You (Explicit),Big Sean,0034eJcx3YhYnp,2014_40,https://y.qq.com/n/yqq/song/0034eJcx3YhYnp.html
BEYONC? [Platinum Edition] - Explicit Bonus CD,0011ICPg3zHOMR,2015_16,101099073,7/11,Beyoncé,000BXkHd3FKZ3j,2014_49,https://y.qq.com/n/yqq/song/000BXkHd3FKZ3j.html
Homegrown Honey,002WpD5j3c5Ani,2015_16,7257259,Homegrown Honey (Album Version),Darius Rucker,0002hXNE1Foccd,2014_46,https://y.qq.com/n/yqq/song/0002hXNE1Foccd.html
Blurryface,002TEVez1YAqVW,2015_16,102324253,Tear In My Heart,Twenty One Pilots,003oHlFK3LC1z9,2015_16,https://y.qq.com/n/yqq/song/003oHlFK3LC1z9.html
Furious 7 (Original Motion Picture Soundtrack),0039Pp2W372JsM,2015_16,102192024,Go Hard Or Go Home,Wiz Khalifa,003PYqdD3wpJGu,2015_16,https://y.qq.com/n/yqq/song/003PYqdD3wpJGu.html
Immortals,003NpjKg1Se3yP,2015_16,9076470,"Immortals (End Credit Version [""From ""Big Hero 6”])",Fall Out Boy,001dS4cX39qcVK,2015_5,https://y.qq.com/n/yqq/song/001dS4cX39qcVK.html
Crash and Burn,003n48pU2BUWyg,2015_16,102348139,Crash and Burn,Thomas Rhett,002Hf7PS4GyIRI,2015_16,https://y.qq.com/n/yqq/song/002Hf7PS4GyIRI.html
Burning Bridges,00342ogv0netPV,2015_16,101370718,Good Lovin,Ludacris,001Bx6Wj4DzEES,2015_15,https://y.qq.com/n/yqq/song/001Bx6Wj4DzEES.html
Goodbye,004SPMPj15QPHt,2015_16,102170404,Goodbye,Who Is Fancy,0005dWuU4Tkcs0,2015_16,https://y.qq.com/n/yqq/song/0005dWuU4Tkcs0.html
V (Deluxe Version),0006ftqt2nAMYV,2015_15,9058625,Animals,Maroon 5,002Pi0fC0BKaWG,2014_48,https://y.qq.com/n/yqq/song/002Pi0fC0BKaWG.html
FOUR (Deluxe),0010zDau4HdVii,2015_15,9481849,Night Changes,One Direction,002OVgJC1pP1mC,2014_48,https://y.qq.com/n/yqq/song/002OVgJC1pP1mC.html
Non-Fiction (Deluxe),000HAwec3MgSoi,2015_15,102170800,She Knows (Explicit),Ne-Yo,000ljE3Z3y6yrc,2015_10,https://y.qq.com/n/yqq/song/000ljE3Z3y6yrc.html
Smoke   Mirrors (Deluxe),003ukkTv2T7jGU,2015_15,102170302,I Bet My Life,Imagine Dragons,000kcozz1ilU6u,2015_10,https://y.qq.com/n/yqq/song/000kcozz1ilU6u.html
CoCo,001KBUP535gopA,2015_15,101123171,CoCo,O.T. Genasis,003WGShR064DT9,2014_48,https://y.qq.com/n/yqq/song/003WGShR064DT9.html
2014 Forest Hills Drive,001ED1Ya1Mv6Lr,2015_15,101508370,Apparently,J. Cole,003yCx5l3VbPif,2014_52,https://y.qq.com/n/yqq/song/003yCx5l3VbPif.html
Crash My Party (Deluxe),004PVLH72L4RB4,2015_15,7157113,I See You,Luke Bryan,0031KE3O251sle,2015_10,https://y.qq.com/n/yqq/song/0031KE3O251sle.html
Failure,0042c15f01Fcf5,2015_14,102221468,Failure,Breaking Benjamin,0011Xo4o42LCjq,2015_14,https://y.qq.com/n/yqq/song/0011Xo4o42LCjq.html
BRINGING BACK THE SUNSHINE,0027T1Ji2FhI7B,2015_14,7202794,Lonely Tonight,Blake Shelton,000lSOHO3bCa7E,2014_50,https://y.qq.com/n/yqq/song/000lSOHO3bCa7E.html
Mr. Wonderful,001YQNCB1XdFue,2015_14,102217283,Baby Blue (Explicit),Action Bronson,001X39xE4M9c4M,2015_14,https://y.qq.com/n/yqq/song/001X39xE4M9c4M.html
"Old Boots, New Dirt",0021ZifZ272CVJ,2015_14,102172566,Just Gettin' Started,Jason Aldean,001KJO133jqUGX,2015_10,https://y.qq.com/n/yqq/song/001KJO133jqUGX.html
It Goes Like This,002hFmLF35zlV0,2015_14,5058086,Make Me Wanna,Thomas Rhett,0034cJT03G8on8,2014_47,https://y.qq.com/n/yqq/song/0034cJT03G8on8.html
Chandelier (Remixes),001ICbha1nc8W2,2015_13,5232510,Chandelier,Sia,000N1mOS4Xdcm0,2014_20,https://y.qq.com/n/yqq/song/000N1mOS4Xdcm0.html
No Type,003WQPRn2PiJNw,2015_13,7406874,No Type,Rae Sremmurd,003HbPLD1zquFZ,2014_40,https://y.qq.com/n/yqq/song/003HbPLD1zquFZ.html
The Blacker The Berry,001pp1mx3ymQ8E,2015_13,102179539,The Blacker The Berry (Explicit),Kendrick Lamar,002roaZ10nt7dy,2015_13,https://y.qq.com/n/yqq/song/002roaZ10nt7dy.html
Bring You Back,001kno8J4fEksr,2015_13,5194391,Mean To Me,Brett Eldredge,0024mPGn2ZtXgS,2014_46,https://y.qq.com/n/yqq/song/0024mPGn2ZtXgS.html
Blurryface,002TEVez1YAqVW,2015_13,102203207,Fairly Local,Twenty One Pilots,001ywyvk4YMToh,2015_13,https://y.qq.com/n/yqq/song/001ywyvk4YMToh.html
For You,001lER430wIQ9g,2015_13,9483416,The Heart Wants What It Wants,Selena Gomez,001pHKGm3tUsSK,2014_48,https://y.qq.com/n/yqq/song/001pHKGm3tUsSK.html
Empire: Music From Our Dancing Days,001MVhaj1B63Gx,2015_13,102179538,You're So Beautiful,Empire Cast,0040x82J11Sav8,2015_10,https://y.qq.com/n/yqq/song/0040x82J11Sav8.html
To Pimp A Butterfly,004KGfiD0oQdSP,2015_13,102208423,Wesley's Theory (Explicit),Kendrick Lamar,000fvRn92jK5CD,2015_13,https://y.qq.com/n/yqq/song/000fvRn92jK5CD.html
Native,0043DjqU2hlHXS,2015_13,7103602,I Lived,OneRepublic,002Gup642yctXB,2015_10,https://y.qq.com/n/yqq/song/002Gup642yctXB.html
To Pimp A Butterfly,004KGfiD0oQdSP,2015_13,102208427,These Walls (Explicit),Kendrick Lamar,000O45Lp2iiO1a,2015_13,https://y.qq.com/n/yqq/song/000O45Lp2iiO1a.html
To Pimp A Butterfly,004KGfiD0oQdSP,2015_13,102208426,Institutionalized (Explicit),Kendrick Lamar,0014T5Zv2EycTv,2015_13,https://y.qq.com/n/yqq/song/0014T5Zv2EycTv.html
"The Hanging Tree (Rebel Remix) [From the Hunger Games: Mockingjay, Pt. 1]",003AT8Zz4YlMT2,2015_13,101816610,The Hanging Tree (Rebel Remix),James Newton Howard,004YvC8C2GUohO,2015_10,https://y.qq.com/n/yqq/song/004YvC8C2GUohO.html
Ghost,0048cSMc3TnDlS,2015_12,6523160,Ghost,Ella Henderson,004CaNE91jXcj4,2014_45,https://y.qq.com/n/yqq/song/004CaNE91jXcj4.html
Sweet Talker (Deluxe Version),0011juHa3jvQHt,2015_12,9068755,Masterpiece,Jessie J,0027otGd1Ak3rB,2014_52,https://y.qq.com/n/yqq/song/0027otGd1Ak3rB.html
Empire: Music From Unto the Breach,004RPjXy2akDbB,2015_12,102193969,Conqueror,Empire Cast,002OqhFM1d09sP,2015_11,https://y.qq.com/n/yqq/song/002OqhFM1d09sP.html
What We Ain't Got,004Dpl5C1dHH6G,2015_12,5217942,What We Ain't Got,Jake Owen,003l6NwS4QO7j8,2015_2,https://y.qq.com/n/yqq/song/003l6NwS4QO7j8.html
My Everything (Deluxe),004SDGTv1GJwte,2015_11,8160379,Love Me Harder,Ariana Grande,000j1GmO0Zwrsh,2014_42,https://y.qq.com/n/yqq/song/000j1GmO0Zwrsh.html
Sun Daze,0015PLQl1DF6n3,2015_11,7406959,Sun Daze,Florida Georgia Line,000rRd6o3t3Mv1,2014_39,https://y.qq.com/n/yqq/song/000rRd6o3t3Mv1.html
How Country Feels,003idY0E3rE0cr,2015_11,4721434,Like a Cowboy,Randy Houser,0024qMiz3e9djf,2014_50,https://y.qq.com/n/yqq/song/0024qMiz3e9djf.html
The Outsiders,001r6Dqh0SizkD,2015_11,5181974,Talladega,Eric Church,001xVv1s1695z4,2014_44,https://y.qq.com/n/yqq/song/001xVv1s1695z4.html
Adore,0030q85D2Fkmls,2015_11,102188560,Adore,Cashmere Cat,004FsrWg3YRcLO,2015_11,https://y.qq.com/n/yqq/song/004FsrWg3YRcLO.html
Monster,002oL78W2A5IpG,2015_11,102198900,Monster (Explicit),Meek Mill,002yS6fm2JcAfW,2015_11,https://y.qq.com/n/yqq/song/002yS6fm2JcAfW.html
Reflection (Deluxe),001gAf2Z2WlABJ,2015_11,102055504,Sledgehammer,Fifth Harmony,0042MlU63QTU32,2015_10,https://y.qq.com/n/yqq/song/0042MlU63QTU32.html
Try Me,000cWyHs3oOQWC,2015_11,9081737,Try Me,Dej Loaf,000KOTnS3q5ENX,2014_44,https://y.qq.com/n/yqq/song/000KOTnS3q5ENX.html
"Glory (From the Motion Picture ""Selma"")",000Q4zec20Bujb,2015_10,101807600,Glory,Common,004DZ7Dp1vD8E7,2015_4,https://y.qq.com/n/yqq/song/004DZ7Dp1vD8E7.html
Bang Bang,000xBKWh0qhhPS,2015_10,7107218,Bang Bang,Jessie J,002qyr7F1Flgjr,2014_32,https://y.qq.com/n/yqq/song/002qyr7F1Flgjr.html
First Kiss,00326HUp4IoCnO,2015_10,102169722,First Kiss,Kid Rock,003V1fyM4cnm5Q,2015_10,https://y.qq.com/n/yqq/song/003V1fyM4cnm5Q.html
Often,001G7mwY25GDYk,2015_10,7246709,Often (explicit),The Weeknd,001it9yz3Ps60M,2014_43,https://y.qq.com/n/yqq/song/001it9yz3Ps60M.html
Dark Sky Paradise (Deluxe),001BPCOJ1n6f5u,2015_10,102176788,All Your Fault (Explicit),Big Sean,004LfeBk2MD5p9,2015_10,https://y.qq.com/n/yqq/song/004LfeBk2MD5p9.html
1989 (Deluxe),002Kz5Jo1uzHjz,2015_10,9109367,You Are In Love,Taylor Swift,000FNr3m2aQ7fX,2015_10,https://y.qq.com/n/yqq/song/000FNr3m2aQ7fX.html
Stuck On a Feeling,003MCXcC1HsTnM,2015_10,102069189,Stuck On a Feeling (Spanish Version),Prince Royce,003KpSqy0OxVCs,2015_10,https://y.qq.com/n/yqq/song/003KpSqy0OxVCs.html
Only One,000vG5ij1a0L0n,2015_10,101817300,Only One,Kanye West,004cyPE833e8Bh,2015_10,https://y.qq.com/n/yqq/song/004cyPE833e8Bh.html
Not For Long,001uGRiD1xfPya,2015_10,100509533,Not For Long,B.o.B,000SfY9I1ngn3n,2015_3,https://y.qq.com/n/yqq/song/000SfY9I1ngn3n.html
Dark Sky Paradise (Deluxe),001BPCOJ1n6f5u,2015_10,102176791,Paradise (Explicit Extended),Big Sean,002HSvrH3a7Oe9,2015_10,https://y.qq.com/n/yqq/song/002HSvrH3a7Oe9.html
If You're Reading This It's Too Late,001UZsyi2Lw9k5,2015_10,102171048,No Tellin' (Explicit),Drake,0037i0384ISarP,2015_10,https://y.qq.com/n/yqq/song/0037i0384ISarP.html
Fifty Shades of Grey (Original Motion Picture Soundtrack),001KSLb91wKUkv,2015_9,101789767,Earned It,The Weeknd,000Lar4y0WcqpM,2015_1,https://y.qq.com/n/yqq/song/000Lar4y0WcqpM.html
The Pinkprint (Deluxe),002n1DFJ0HwWBc,2015_9,101286997,Truffle Butter (Explicit),Nicki Minaj,001rhk1s4Cqbua,2015_5,https://y.qq.com/n/yqq/song/001rhk1s4Cqbua.html
Title,001Q0yvR4auD8m,2015_9,7254709,All About That Bass,Meghan Trainor,004CQSM44Ng5XY,2014_40,https://y.qq.com/n/yqq/song/004CQSM44Ng5XY.html
She Knows,001SfjNf1dpmW1,2015_9,8148614,She Knows (Explicit),Ne-Yo,000yGDUm0BxM47,2014_47,https://y.qq.com/n/yqq/song/000yGDUm0BxM47.html
I Bet My Life (Remixes),003M1JDJ3CIA50,2015_9,9073979,I Bet My Life,Imagine Dragons,003tACTm36EyTs,2014_45,https://y.qq.com/n/yqq/song/003tACTm36EyTs.html
God Loves You When You're Dancing,0039AsIP0NxQxh,2015_9,5575717,Riptide,Vance Joy,002uywJz1HOgHy,2014_27,https://y.qq.com/n/yqq/song/002uywJz1HOgHy.html
Chains,0048Lssv4YPbkW,2015_9,7132012,Chains (Remix),Nick Jonas,000jDnWl2zrnS7,2015_6,https://y.qq.com/n/yqq/song/000jDnWl2zrnS7.html
Fall For Your Type,001dWSpG0vDeW3,2015_9,1491087,Fall For Your Type,Jamie Foxx featuring Drake,002IGcd92RMm1l,2014_40,https://y.qq.com/n/yqq/song/002IGcd92RMm1l.html
Truth Serum,002rbLRM3cUdEh,2015_9,5212780,Habits (Stay High),Tove Lo,000mw9wh2V4xvK,2014_23,https://y.qq.com/n/yqq/song/000mw9wh2V4xvK.html
1989 (Deluxe),002Kz5Jo1uzHjz,2015_9,9109366,Wonderland,Taylor Swift,0017UQub1vA7uX,2015_9,https://y.qq.com/n/yqq/song/0017UQub1vA7uX.html
Crash My Party,000zvmwU46GKSm,2015_9,4993326,I See You,Luke Bryan,004TfDzZ3eu7dZ,2014_49,https://y.qq.com/n/yqq/song/004TfDzZ3eu7dZ.html
Chase Bryant,004Ca9BN0aeRVv,2015_9,101658791,Take It On Back,Chase Bryant,003NQWm23kmNyp,2015_2,https://y.qq.com/n/yqq/song/003NQWm23kmNyp.html
Cole Swindell,0003MAcM0S1ZOK,2015_9,5176662,Ain't Worth The Whiskey,Cole Swindell,003SLuRR2BJMIg,2015_2,https://y.qq.com/n/yqq/song/003SLuRR2BJMIg.html
"Old Boots, New Dirt",0021ZifZ272CVJ,2015_9,7256704,Just Gettin' Started,Jason Aldean,000nnWlt27Qpag,2014_41,https://y.qq.com/n/yqq/song/000nnWlt27Qpag.html
The Pinkprint,001JP1ej4ZSOqn,2015_9,101137296,Feeling Myself,Nicki Minaj,001AErFI0RsFFv,2014_52,https://y.qq.com/n/yqq/song/001AErFI0RsFFv.html
Native (Deluxe Version),0019DOaT2CE0OG,2015_9,4796155,I Lived,OneRepublic,003wQzcG4IWL3E,2014_49,https://y.qq.com/n/yqq/song/003wQzcG4IWL3E.html
Dark Sky Paradise (Deluxe),001BPCOJ1n6f5u,2015_9,102060254,Blessings (Explicit),Big Sean,002tUazr2700Ql,2015_7,https://y.qq.com/n/yqq/song/002tUazr2700Ql.html
Lay Me Down,000iYryu2K18DO,2015_9,4757399,Lay Me Down,Sam Smith,000XbbvP3NU7xK,2015_7,https://y.qq.com/n/yqq/song/000XbbvP3NU7xK.html
Only One,0049x1lG13ehha,2015_9,101804819,Only One,Kanye West,003qZveM2WMAK6,2015_2,https://y.qq.com/n/yqq/song/003qZveM2WMAK6.html
